pharmacy_name,address,suburb,postal_code,latitude,longitude,tel,link_url
Terry White Chemist,"Shop 113, Lake Haven Shopping Centre, 43 Lake Haven Drive",Lake Haven,2263,-33.240648,151.503803,0243921055,https://www.yellowpages.com.au/nsw/lake-haven/terry-white-chemist-14832453-listing.html
Terry White Chemist,541-543 Dean St,Albury,2640,-36.0815,146.91679,0260431444,https://www.yellowpages.com.au/nsw/albury/terry-white-chemist-14990564-listing.html
Terry White Chemists,Shop Westfield Shoppingtown 1070 Cobbs Rd,Tuggerah,2259,-33.3077158107,151.414396477,0243535550,https://www.yellowpages.com.au/nsw/tuggerah/terry-white-chemists-1000001910763-listing.html
Terry White Chemists,"Shop 51 Park Beach Plaza, 253 Pacific Highway",Coffs Harbour,2450,-30.28274,153.13153,0266524188,https://www.yellowpages.com.au/nsw/coffs-harbour/terry-white-chemists-13152526-listing.html
Terry White Chemists Bateau Bay Square,Address not found,Jordan Springs,2747,Latitude not found,Longitude not found,0243329439,https://www.yellowpages.com.au/sup/terry-white-chemists-bateau-bay-square-14859677-listing.html
Terry White Chemists Jordan Springs,Shop 3 and 4 65 Watergum Dr,Jordan Springs,2747,-33.726493,150.725367,0288349010,https://www.yellowpages.com.au/nsw/jordan-springs/terry-white-chemists-jordan-springs-1000001676429-listing.html
Terry White Chemists Shoalhaven,Stockland,Nowra,2541,-34.8746078,150.6027656,0244213166,https://www.yellowpages.com.au/nsw/nowra/terry-white-chemists-shoalhaven-13815503-listing.html
TerryWhite Chemmart,Shop 1 Kogarah Town Centre 1 Railway Tce,Kogarah,2217,-33.962727,151.133464,0295871909,https://www.yellowpages.com.au/nsw/kogarah/terrywhite-chemmart-1000002022685-listing.html
TerryWhite Chemmart,75 Princes Hwy,Milton,2538,-35.316089,150.435264,0244551435,https://www.yellowpages.com.au/nsw/milton/terrywhite-chemmart-14514727-listing.html
TerryWhite Chemmart,Lemon Tree Passage Rd,Tanilba Bay,2319,-32.754804,151.974331,0249823130,https://www.yellowpages.com.au/nsw/tanilba-bay/terrywhite-chemmart-1000001997712-listing.html
Terry White Chemmart,Address not found,Charlestown,2290,Latitude not found,Longitude not found,0249436466,https://www.yellowpages.com.au/nsw/charlestown/terry-white-chemmart-1000001986518-listing.html
Terry White Chemmart,119- 125 Beaumont St,Hamilton,2303,-32.923771,151.747271,0249611269,https://www.yellowpages.com.au/nsw/hamilton/terry-white-chemmart-13538411-listing.html
TerryWhite Chemmart,17 Broughton St,Kirribilli,2061,-33.846573,151.212783,0299551380,https://www.yellowpages.com.au/nsw/kirribilli/terrywhite-chemmart-13955049-listing.html
TerryWhite Chemmart,8-5 Willowdale Dr,Denham Court,2565,-33.976236,150.811794,0296067555,https://www.yellowpages.com.au/nsw/denham-court/terrywhite-chemmart-1000002363596-listing.html
Terrywhite Chemmart,"Shop 20, Winston Hills Mall,",Winston Hills,2153,-33.77234,150.96892,0296247816,https://www.yellowpages.com.au/nsw/winston-hills/terrywhite-chemmart-13416623-listing.html
TerryWhite Chemmart,Shop 3071 500 Oxford St,Bondi Junction,2022,-33.891647,151.250411,0293896560,https://www.yellowpages.com.au/nsw/bondi-junction/terrywhite-chemmart-1000002322155-listing.html
TerryWhite Chemmart,"Shop 17-18 Strathfield Plaza, 11 The Boulevarde",Strathfield,2135,-33.873008,151.093195,0297468886,https://www.yellowpages.com.au/nsw/strathfield/terrywhite-chemmart-1000002022701-listing.html
TerryWhite Chemmart,483 Port Hacking Rd,Caringbah South,2229,-34.052662,151.121517,0295246237,https://www.yellowpages.com.au/nsw/caringbah-south/terrywhite-chemmart-12074618-listing.html
TerryWhite Chemmart,Cnr Baird Drive and Torvean Avenue,Dubbo,2830,-32.253245,148.577253,0268845603,https://www.yellowpages.com.au/nsw/dubbo/terrywhite-chemmart-14656592-listing.html
TerryWhite Chemmart,"Shop 5, 80-89 Borrowdale Way",Cranebrook,2749,-33.719249,150.710359,0247290389,https://www.yellowpages.com.au/nsw/cranebrook/terrywhite-chemmart-1000002022675-listing.html
TerryWhite Chemmart,"Westfield Hornsby, Shop 1043",Hornsby,2077,-33.70316,151.100478,0294775085,https://www.yellowpages.com.au/nsw/hornsby/terrywhite-chemmart-1000002372312-listing.html
TerryWhite Chemmart,Address not found,Lavington,2641,Latitude not found,Longitude not found,0260254733,https://www.yellowpages.com.au/nsw/lavington/terrywhite-chemmart-14254949-listing.html
Terry White Chemmart,10-14 Market Lane,Rouse Hill,2155,-33.691643,150.92584,0288830988,https://www.yellowpages.com.au/nsw/rouse-hill/terry-white-chemmart-1000002038480-listing.html
TerryWhite Chemmart,Address not found,Lavington,2641,Latitude not found,Longitude not found,0260254733,https://www.yellowpages.com.au/nsw/lavington/terrywhite-chemmart-1000002144037-listing.html
TerryWhite Chemmart,Cnr Of Oran Park Drive and Main Street,Oran Park,2570,-34.012012,150.725957,0246231224,https://www.yellowpages.com.au/nsw/oran-park/terrywhite-chemmart-1000002053652-listing.html
Terry White Chemmart Bathurst,264 Stewart St,Bathurst,2795,-33.41852,149.56869,0263326008,https://www.yellowpages.com.au/nsw/bathurst/terry-white-chemmart-bathurst-15475768-listing.html
TERRYWHITE CHEMMART BLACKTOWN,Unit 7 6 St Martins Cres,Blacktown,2148,-33.782059,150.919448,0288347137,https://www.yellowpages.com.au/nsw/blacktown/terrywhite-chemmart-blacktown-1000002332637-listing.html
TerryWhite Chemmart Charlestown,Shop Ground Floor 8019 Charlestown Square 30 Pearson St,Charlestown,2290,-32.964058,151.693844,0249436466,https://www.yellowpages.com.au/nsw/charlestown/terrywhite-chemmart-charlestown-14858313-listing.html
TerryWhite Chemmart Corowa,140 Sanger St,Corowa,2646,-35.99721002480369,146.39080735875564,0260331006,https://www.yellowpages.com.au/nsw/corowa/terrywhite-chemmart-corowa-13211768-listing.html
Terrywhite Chemmart Edgeworth Oasis,1/ 11 Arnott St,Edgeworth,2285,-32.924897,151.622258,0249652700,https://www.yellowpages.com.au/nsw/edgeworth/terrywhite-chemmart-edgeworth-oasis-15386237-listing.html
TerryWhite Chemmart Edgeworth Town Square,Shop 4-6 720 Main Rd,Edgeworth,2285,-32.924275,151.62254,0249652700,https://www.yellowpages.com.au/nsw/edgeworth/terrywhite-chemmart-edgeworth-town-square-15386266-listing.html
Terry White Chemmart Jordan Springs,Shop 4 65 Water Gum Dr,Jordan Springs,2747,-33.726493,150.725367,0288349010,https://www.yellowpages.com.au/nsw/jordan-springs/terry-white-chemmart-jordan-springs-1000002207359-listing.html
Terrywhite Chemmart Junction Fair,Address not found,The Junction,2291,Latitude not found,Longitude not found,0249621599,https://www.yellowpages.com.au/nsw/the-junction/terrywhite-chemmart-junction-fair-15386253-listing.html
TerryWhite Chemmart Kelso,"Shop 8, Trinity Heights Shopping Centre, Cnr Gilmour Street and Marsden Lane",Kelso,2795,-33.405386,149.599452,0263312599,https://www.yellowpages.com.au/nsw/kelso/terrywhite-chemmart-kelso-1000002287895-listing.html
Terry White Chemmart Lavington,4-6 351 Griffith,Lavington,2641,-36.048635,146.934789,0260254733,https://www.yellowpages.com.au/nsw/lavington/terry-white-chemmart-lavington-1000002812372-listing.html
TerryWhite Chemmart Maitland,425 High St,Maitland,2320,-32.731936,151.555376,0249341025,https://www.yellowpages.com.au/nsw/maitland/terrywhite-chemmart-maitland-15751085-listing.html
TerryWhite Chemmart Pharmacy Nelson Bay,18 Stockton Rd,Nelson Bay,2315,-32.72176,152.14356,0249842445,https://www.yellowpages.com.au/nsw/nelson-bay/terrywhite-chemmart-pharmacy-nelson-bay-1000002763218-listing.html
Terry White Chemmart Pharmacy Nelson Bay,Shop 5 16 Stockton St,Nelson Bay,2315,-32.721717,152.143357,0249842445,https://www.yellowpages.com.au/nsw/nelson-bay/terry-white-chemmart-pharmacy-nelson-bay-1000002763091-listing.html
TerryWhite Chemmart Plumpton,Shop T 20 Plumpton Marketplace Jersey Rd,Plumpton,2761,-33.744145,150.835646,0298321308,https://www.yellowpages.com.au/nsw/plumpton/terrywhite-chemmart-plumpton-1000002352742-listing.html
TerryWhite Chemmart Revesby,Shop 16 19-29 Marco Ave,Revesby,2212,-33.95218,151.01311,0297738153,https://www.yellowpages.com.au/nsw/revesby/terrywhite-chemmart-revesby-12507076-listing.html
TerryWhite Chemmart Rutherford,Address not found,Rutherford,3320,Latitude not found,Longitude not found,0249325155,https://www.yellowpages.com.au/nsw/rutherford/terrywhite-chemmart-rutherford-15357997-listing.html
Terry White Chemmart Southgate,Address not found,Tamworth West,2340,Latitude not found,Longitude not found,0267662895,https://www.yellowpages.com.au/nsw/tamworth-west/terry-whitechemmartsouthgate-15318118-listing.html
Terry White??Chemmart??Southgate,Shop 5 Southgate Shopping Centre Kathleen St,South Tamworth,2340,-31.104617,150.91897,0267662895,https://www.yellowpages.com.au/nsw/south-tamworth/terry-whitechemmartsouthgate-14792005-listing.html
TerryWhite Chemmart Strathfield,Strathfield Plaza 17 18/11 The Boulevarde,Strathfield,2135,-33.873008,151.093195,0297466024,https://www.yellowpages.com.au/nsw/strathfield/terrywhite-chemmart-strathfield-13186915-listing.html
Terrywhite Chemmart Taree,9/ 60 Manning St,Taree,2430,-31.910898,152.458797,0265517766,https://www.yellowpages.com.au/nsw/taree/terrywhite-chemmart-taree-15386271-listing.html
Terry White Chemmart Warners Bay,Suite 4a/ 472 The Esplanade,Warners Bay,2282,-32.974302,151.645325,0249488166,https://www.yellowpages.com.au/nsw/warners-bay/terry-white-chemmart-warners-bay-1000002339350-listing.html
TerryWhite Chemmart Winmalee,"Shop 8 Winmalee Village Centre, Whitecross Rd",Winmalee,2777,-33.671423,150.609459,0247542718,https://www.yellowpages.com.au/nsw/winmalee/terrywhite-chemmart-winmalee-13649639-listing.html
TerryWhite Chemmart Winmalee,Address not found,Winmalee,2777,Latitude not found,Longitude not found,0247542718,https://www.yellowpages.com.au/nsw/winmalee/terrywhite-chemmart-winmalee-1000002051452-listing.html
T & E Sanbrook Soul Pattinson Chemist,Shop 17 Westleigh Shopping Centre Eucalyptus Dr,Westleigh,2120,-33.720101,151.068346,0294819354,https://www.yellowpages.com.au/nsw/westleigh/t-e-sanbrook-soul-pattinson-chemist-12816835-listing.html
The Bush Chemist,Shop 2 2637 Irrigation Way,Leeton,2705,-34.574175,146.411765,0269536222,https://www.yellowpages.com.au/nsw/leeton/the-bush-chemist-1000001924041-listing.html
The Bush Chemist,Shop 2 Griffin Plaza Yambil St,Griffith,2680,-34.289503,146.046712,0269647322,https://www.yellowpages.com.au/nsw/griffith/the-bush-chemist-14766992-listing.html
The Bush Chemist Tumut,69 Wynyard St,Tumut,2720,-35.300814,148.223695,0269471179,https://www.yellowpages.com.au/nsw/tumut/the-bush-chemist-tumut-1000001987246-listing.html
The Centre Pharmacy,"Shop 2, 258-260 Homebush Road",Strathfield,2135,-33.89131,151.083852,0296424480,https://www.yellowpages.com.au/nsw/strathfield/the-centre-pharmacy-15223094-listing.html
The Centre Pharmacy,1 Piper St,North Tamworth,2340,-31.077514,150.918396,0267661818,https://www.yellowpages.com.au/nsw/north-tamworth/the-centre-pharmacy-14220821-listing.html
The Centre Pharmacy Sans Souci,183 Ramsgate Rd,Ramsgate Beach,2217,-33.985801,151.143927,0295298728,https://www.yellowpages.com.au/nsw/ramsgate-beach/the-centre-pharmacy-sans-souci-15223098-listing.html
The Chemist @ Bay Village,Address not found,Bateau Bay,2261,Latitude not found,Longitude not found,0243325166,https://www.yellowpages.com.au/nsw/bateau-bay/the-chemist-bay-village-12191590-listing.html
The Chemist Cessnock,52A Vincent St,Cessnock,2325,-32.834679,151.356677,0249901403,https://www.yellowpages.com.au/nsw/cessnock/the-chemist-cessnock-13180825-listing.html
The Compounding Pharmacy Australia,50 Avenue Rd,Mosman,2088,-33.831839,151.237899,0299602972,https://www.yellowpages.com.au/nsw/mosman/the-compounding-pharmacy-australia-13750984-listing.html
The Corso Pharmacy,"Shop 5 Corsoleil, 8-28 The Corso",Manly,2095,-33.79908,151.28507,0299773433,https://www.yellowpages.com.au/nsw/manly/the-corso-pharmacy-15419929-listing.html
The Entrance Chemsave Pharmacy,191 The Entrance Rd,The Entrance,2261,-33.34366,151.496688,0243964137,https://www.yellowpages.com.au/nsw/the-entrance/the-entrance-chemsave-pharmacy-12186415-listing.html
The Forum Pharmacy St Leonards,Shop 3/P 3 201- 205 Pacific Hwy,St Leonards,2065,-33.82336,151.19436,0294399980,https://www.yellowpages.com.au/nsw/st-leonards/the-forum-pharmacy-st-leonards-13248507-listing.html
The Junction Pharmacy,203 Union St,The Junction,2291,-32.938437,151.759016,0249611313,https://www.yellowpages.com.au/nsw/the-junction/the-junction-pharmacy-1000001677432-listing.html
The National Pharmacy Service,359 Liverpool Rd,Strathfield,2135,-33.887368,151.091857,0296423613,https://www.yellowpages.com.au/nsw/strathfield/the-national-pharmacy-service-14990851-listing.html
Theng's Pharmacy,117 John St,Cabramatta,2166,-33.894515,150.934088,0297244293,https://www.yellowpages.com.au/nsw/cabramatta/thengs-pharmacy-13532798-listing.html
The Oaks Village Pharmacy,3/ 67 John St,The Oaks,2570,-34.07851,150.57038,0246571387,https://www.yellowpages.com.au/nsw/the-oaks/the-oaks-village-pharmacy-13244923-listing.html
ThePharmacy,118 Elswick St,Leichhardt,2040,-33.884013,151.1517,1300843742,https://www.yellowpages.com.au/nsw/leichhardt/thepharmacy-14766067-listing.html
The Rocks Chemist,97 George St,The Rocks,2000,-33.859464,151.208563,0292472625,https://www.yellowpages.com.au/nsw/the-rocks/the-rocks-chemist-15738185-listing.html
The Village Pharmacy Lindfield,19- 21 Lindfield Ave,Lindfield,2070,-33.77491,151.16949,0294167550,https://www.yellowpages.com.au/nsw/lindfield/the-village-pharmacy-lindfield-12825093-listing.html
The Yass Pharmacy,104 Comur St,Yass,2582,-34.841554,148.911508,0262261003,https://www.yellowpages.com.au/nsw/yass/the-yass-pharmacy-13681229-listing.html
Think Pharmacy Orange,Address not found,Orange,2800,Latitude not found,Longitude not found,0263610680,https://www.yellowpages.com.au/nsw/orange/think-pharmacy-orange-14692419-listing.html
Think Pharmacy Rushcutters Bay,73 Bayswater Rd,Rushcutters Bay,2011,-33.875907,151.225199,0293606135,https://www.yellowpages.com.au/nsw/rushcutters-bay/think-pharmacy-rushcutters-bay-14656270-listing.html
Thirlmere Pharmacy,29 Oaks St,Thirlmere,2572,-34.20361,150.5695,0246832866,https://www.yellowpages.com.au/nsw/thirlmere/thirlmere-pharmacy-12636704-listing.html
Thirroul King Street Chemist,Shop 11 King St,Thirroul,2515,-34.31467285,150.9225443,0242684711,https://www.yellowpages.com.au/nsw/thirroul/thirroul-king-street-chemist-13535123-listing.html
Thornleigh Discount Drug Store,Address not found,Thornleigh,2120,Latitude not found,Longitude not found,0294841664,https://www.yellowpages.com.au/nsw/thornleigh/thornleigh-discount-drug-store-1000001679196-listing.html
Thornleigh Pharmacy,3/ 293 Pennant Hills Rd,Thornleigh,2120,-33.73174,151.07926,0294841704,https://www.yellowpages.com.au/nsw/thornleigh/thornleigh-pharmacy-13924569-listing.html
Thornton Discount Drug Store,Thornton Shopping Centre 20-21 Taylor Ave,Thornton,2322,-32.775413,151.637453,0249665359,https://www.yellowpages.com.au/nsw/thornton/thornton-discount-drug-store-15552283-listing.html
Thornton Discount Drug Store,Cnr Thomas Coke Dr and Taylor Ave,Thornton,2322,-32.776908,151.638817,0249665359,https://www.yellowpages.com.au/nsw/thornton/thornton-discount-drug-store-1000001679198-listing.html
Thrift Chemists,102 Briens Rd,Northmead,2152,-33.7976,150.98871,0296830651,https://www.yellowpages.com.au/nsw/northmead/thrift-chemists-13511333-listing.html
Thurgoona Family Pharmacy,Shop 12 10 Shuter Ave,Thurgoona,2640,-36.04343,146.990491,0260431444,https://www.yellowpages.com.au/nsw/thurgoona/thurgoona-family-pharmacy-13160211-listing.html
Thurgoona Family Pharmacy,Shop 12 Thurgoona Plaza 10 Shuter Ave,Thurgoona,2640,-36.04343,146.990491,0260431444,https://www.yellowpages.com.au/nsw/thurgoona/thurgoona-family-pharmacy-15323359-listing.html
Thurgoona Soul Pattinson Chemist,Thurgoona Plaza Shuter Ave,Thurgoona,2640,-36.0431807,146.989361,0260431444,https://www.yellowpages.com.au/nsw/thurgoona/thurgoona-soul-pattinson-chemist-13701045-listing.html
Thurn Pharmacy,161 Tower St,Panania,2213,-33.957004,151.002722,0297739118,https://www.yellowpages.com.au/nsw/panania/thurn-pharmacy-13131203-listing.html
Timbs Pharmacy,240- 242 Grey St,Glen Innes,2370,-29.73895,151.73542,0267323016,https://www.yellowpages.com.au/nsw/glen-innes/timbs-pharmacy-15113771-listing.html
TJ Pharma Compounding Pharmacy,Shop 3/ 13A Montgomery St,Kogarah,2217,-33.963698,151.133562,0289649492,https://www.yellowpages.com.au/nsw/kogarah/tj-pharma-compounding-pharmacy-15680533-listing.html
Tocumwal Pharmacy,34 Deniliquin St,Tocumwal,2714,-35.811839,145.566095,0358742082,https://www.yellowpages.com.au/nsw/tocumwal/tocumwal-pharmacy-14571359-listing.html
Tolland Capital Chemist,Address not found,Wagga Wagga,2650,Latitude not found,Longitude not found,0269311120,https://www.yellowpages.com.au/nsw/wagga-wagga/tolland-capital-chemist-13099598-listing.html
Toongabbie Discount Drug Store,13 Aurelia St,Toongabbie,2146,-33.787899,150.949816,0296313268,https://www.yellowpages.com.au/nsw/toongabbie/toongabbie-discount-drug-store-14324317-listing.html
Toormina Gardens Pharmacy,"Shop 23, Toormina Gardens Shopping Centre",Toormina,2452,-35.799999,147.599999,0266531444,https://www.yellowpages.com.au/nsw/toormina/toormina-gardens-pharmacy-13377231-listing.html
Toowoon Bay Pharmacy,96 Toowoon Bay Rd,Toowoon Bay,2261,-33.357802,151.496561,0243321393,https://www.yellowpages.com.au/nsw/toowoon-bay/toowoon-bay-pharmacy-13631756-listing.html
Totem Soul Pattinson Chemist,Shop 23 Totem Centre Syd Rd,Balgowlah,2093,-33.79313,151.2643,0299487770,https://www.yellowpages.com.au/nsw/balgowlah/totem-soul-pattinson-chemist-12857966-listing.html
Toukley Amcal Pharmacy,Cnr Main Canton Beach Rds,Toukley,2263,-33.26384,151.541016,0243964220,https://www.yellowpages.com.au/nsw/toukley/toukley-amcal-pharmacy-13457707-listing.html
Toukley Pharmacy,Cnr Main and Canton Beach Rds,Toukley,2263,-33.26384,151.541016,0243963228,https://www.yellowpages.com.au/nsw/toukley/toukley-pharmacy-12069347-listing.html
Town Centre Pharmacy,1 Railway Parade,Kogarah,2217,-33.962031,151.132752,0295531201,https://www.yellowpages.com.au/nsw/kogarah/town-centre-pharmacy-15010952-listing.html
Trangie Pharmacy,54 Dandaloo St,Trangie,2823,-32.033482,147.982297,0268887285,https://www.yellowpages.com.au/nsw/trangie/trangie-pharmacy-14660679-listing.html
Tregear Discount Drug Store,159 Aurora Dr,Tregear,2770,-33.745015,150.795655,0296286612,https://www.yellowpages.com.au/nsw/tregear/tregear-discount-drug-store-1000001679183-listing.html
Troys Compounding Pharmacy,Allambie Hgts Shp 141-151 Allambie Rd,Allambie Heights,2100,-33.765838,151.250407,0294515461,https://www.yellowpages.com.au/nsw/allambie-heights/troys-compounding-pharmacy-12543865-listing.html
Trundle Pharmacy,55 Forbes St,Trundle,2875,-32.922272,147.710165,0268921554,https://www.yellowpages.com.au/nsw/trundle/trundle-pharmacy-15427390-listing.html
Tuckers Pharmacy,282 Rocky Point Rd,Ramsgate,2217,-33.983411,151.136809,0295297472,https://www.yellowpages.com.au/nsw/ramsgate/tuckers-pharmacy-13498531-listing.html
Tuggerawong Discount Pharmacy,Shop 5 2 Cadonia Rd,Tuggerawong,2259,-33.280602,151.480436,0243923547,https://www.yellowpages.com.au/nsw/tuggerawong/tuggerawong-discount-pharmacy-14539072-listing.html
Tumbarumba Pharmacy,23B The Parade,Tumbarumba,2653,-35.775623,148.009714,0269489500,https://www.yellowpages.com.au/nsw/tumbarumba/tumbarumba-pharmacy-13572181-listing.html
Tumut Pharmacy,69 Wynyard St,Tumut,2720,-35.300814,148.223695,0269471179,https://www.yellowpages.com.au/nsw/tumut/tumut-pharmacy-14145588-listing.html
Tuncurry Pharmacy,70 Manning St,Tuncurry,2428,-32.175493,152.499133,0265546479,https://www.yellowpages.com.au/nsw/tuncurry/tuncurry-pharmacy-12359787-listing.html
Tuross Pharmacy,Shop 6/ 99-103 Tuross Blv,Tuross Head,2537,-36.0589,150.13976,0244742064,https://www.yellowpages.com.au/nsw/tuross-head/tuross-pharmacy-12193714-listing.html
Turramurra Pharmacy,1293 Pacific Hwy,Turramurra,2074,-33.73321,151.128314,0291442174,https://www.yellowpages.com.au/nsw/turramurra/turramurra-pharmacy-15008507-listing.html
Turvey Tops Capital Chemist,Address not found,Wagga Wagga,2650,Latitude not found,Longitude not found,0269252648,https://www.yellowpages.com.au/nsw/wagga-wagga/turvey-tops-capital-chemist-13018171-listing.html
Tweed Mall Chempro Chemist,Shop Mm 02 Centro Tweed Mall Shopping Centre Cnr Wharf and Bay St,Tweed Heads,2485,-28.171023,153.543351,0755364455,https://www.yellowpages.com.au/nsw/tweed-heads/tweed-mall-chempro-chemist-1000001977791-listing.html
Tweed Night & Day Pharmacy,Shop 1 97 Kennedy Dr,Tweed Heads,2485,-28.186575,153.52818,0755365638,https://www.yellowpages.com.au/nsw/tweed-heads/tweed-night-day-pharmacy-15353883-listing.html
Tweed South Late Night Chempro Chemist,Shop 14 112 Minjungbal Dr,Tweed Heads South,2486,-28.20723,153.545436,0755131641,https://www.yellowpages.com.au/nsw/tweed-heads-south/tweed-south-late-night-chempro-chemist-1000002368032-listing.html
Tweed Wharf St Chempro Chemist,49 Wharf St,Tweed Heads,2485,-28.17165,153.54285,0755361361,https://www.yellowpages.com.au/nsw/tweed-heads/tweed-wharf-st-chempro-chemist-13899395-listing.html
Umina Beach Yousave Chemist,315 West St,Umina Beach,2257,-33.521123,151.31847,0243411488,https://www.yellowpages.com.au/nsw/umina-beach/umina-beach-yousave-chemist-13722686-listing.html
Umina Chemsave Chemist,299 West St,Umina Beach,2257,-33.521193,151.319062,0243411101,https://www.yellowpages.com.au/nsw/umina-beach/umina-chemsave-chemist-14139488-listing.html
Unanderra Pharmacy,33 Central Rd,Unanderra,2526,-34.453738,150.844987,0242299595,https://www.yellowpages.com.au/nsw/unanderra/unanderra-pharmacy-12408699-listing.html
Union Pharmacy,Syd University,Darlington,2008,-33.889633,151.190694,0296603338,https://www.yellowpages.com.au/nsw/darlington/union-pharmacy-12051492-listing.html
United Chemists St Johns Park,56-70 Canberra St,St Johns Park,2176,-33.878453,150.899672,0296105010,https://www.yellowpages.com.au/nsw/st-johns-park/united-chemists-st-johns-park-13863349-listing.html
United Discount Chemists - Banora Point,"Shop E 2 Banora Shopping Village, Cnr Leisure and Darlington Drv",Banora Point,2486,-28.214272,153.542105,0755249011,https://www.yellowpages.com.au/qld/banora-point/united-discount-chemists-banora-point-13369600-listing.html
United Pharmacy Care Pty Ltd,86 Rowe St,Eastwood,2122,-33.791356,151.084077,0298747960,https://www.yellowpages.com.au/nsw/eastwood/united-pharmacy-care-pty-ltd-14088024-listing.html
Uralla Pharmacy,70-74 Bridge St,Uralla,2358,-30.64183,151.50069,0267783721,https://www.yellowpages.com.au/nsw/uralla/uralla-pharmacy-12390107-listing.html
Ureeka Wholesale Pharmacy,248 Marrickville Rd,Marrickville,2204,-33.911603,151.158064,0295643673,https://www.yellowpages.com.au/nsw/marrickville/ureeka-wholesale-pharmacy-1000001915207-listing.html
Vale Discount Pharmacy,Lvl 1 1a Cross Street,Brookvale,2100,-33.767318,151.265683,0299395181,https://www.yellowpages.com.au/nsw/brookvale/vale-discount-pharmacy-1000002334691-listing.html
Vale Medical Clinic Pharmacy,Level 1/ 1A Cross St,Brookvale,2100,-33.767318,151.265683,0299395181,https://www.yellowpages.com.au/nsw/brookvale/vale-medical-clinic-pharmacy-12337730-listing.html
Valla Pharmacy,Unit 3/ 35-39 Valla Beach Rd,Valla Beach,2448,-30.591649,153.004039,0265696976,https://www.yellowpages.com.au/nsw/valla-beach/valla-pharmacy-15533508-listing.html
Valley Pharmacy The,4 Benaud Pl,Telopea,2117,-33.79581,151.04476,0296382323,https://www.yellowpages.com.au/nsw/telopea/valley-pharmacy-the-13302605-listing.html
Value Plus Pharmacy,55 First Ave,Rodd Point,2046,-33.866515,151.141345,0297136224,https://www.yellowpages.com.au/nsw/rodd-point/value-plus-pharmacy-15006591-listing.html
Vaucluse Pharmacy,93 New South Head Rd,Vaucluse,2030,-33.859351,151.278612,0293371821,https://www.yellowpages.com.au/nsw/vaucluse/vaucluse-pharmacy-12373073-listing.html
Village Pharmacy Thredbo,Address not found,Thredbo Village,2625,Latitude not found,Longitude not found,0264576140,https://www.yellowpages.com.au/nsw/thredbo-village/village-pharmacy-thredbo-1000002874180-listing.html
Village Pharmacy Thredbo,Address not found,Thredbo,2625,Latitude not found,Longitude not found,0264576140,https://www.yellowpages.com.au/nsw/thredbo/village-pharmacy-thredbo-15101593-listing.html
Vina Health Pharmacy,233 Canley Vale Rd,Canley Heights,2166,-33.883331,150.925041,0297239733,https://www.yellowpages.com.au/nsw/canley-heights/vina-health-pharmacy-12638683-listing.html
Vinapharm Chemist,306 Illawarra Rd,Marrickville,2204,-33.91225,151.15428,0295581496,https://www.yellowpages.com.au/nsw/marrickville/vinapharm-chemist-13438202-listing.html
Visionary Health Compounding Chemist,136 Beaumont St,Hamilton,2303,-32.92362,151.746749,0249695081,https://www.yellowpages.com.au/nsw/hamilton/visionary-health-compounding-chemist-15616005-listing.html
Vital Pharmacy,Shop 34 Rockdale Plaza,Rockdale,2216,-33.95748,151.13819,0295531800,https://www.yellowpages.com.au/nsw/rockdale/vital-pharmacy-12282343-listing.html
Vital Pharmacy Supplies,91-93 Darlinghurst Rd,Kings Cross,2011,-33.874093,151.222994,0293581822,https://www.yellowpages.com.au/nsw/kings-cross/vital-pharmacy-supplies-1000002378312-listing.html
Viva Pharmacy,323 Chapel Rd,Bankstown,2200,-33.918954,151.032323,0297905033,https://www.yellowpages.com.au/nsw/bankstown/viva-pharmacy-12387850-listing.html
Wadalba Amcal Pharmacy,2 Edward Stinson Dr,Wadalba,2257,-33.2711605,151.4546681,0243964137,https://www.yellowpages.com.au/nsw/wadalba/wadalba-amcal-pharmacy-14855345-listing.html
Wakeley Pharmacy,Shop 8/ 30 Bulls Rd,Wakeley,2176,-33.870422,150.911187,0296095396,https://www.yellowpages.com.au/nsw/wakeley/wakeley-pharmacy-13769443-listing.html
Walgett Pharmacy,48 Fox St,Walgett,2832,-30.020814,148.116423,0268281049,https://www.yellowpages.com.au/nsw/walgett/walgett-pharmacy-15004298-listing.html
Wallace's Blooms The Chemist,251 Marrickville Rd,Marrickville,2204,-33.910218,151.156296,0295602350,https://www.yellowpages.com.au/nsw/marrickville/wallaces-blooms-the-chemist-12996876-listing.html
Walla Walla Pharmacy,84 Commercial St,Walla Walla,2659,-35.765567,146.901905,0260292496,https://www.yellowpages.com.au/nsw/walla-walla/walla-walla-pharmacy-1000002083197-listing.html
Wallerawang Guardian Pharmacy,60A Main St,Wallerawang,2845,-33.40724,150.066472,0263551888,https://www.yellowpages.com.au/nsw/wallerawang/wallerawang-guardian-pharmacy-13656458-listing.html
Wall's Pharmacy,345 Darling St,Balmain,2041,-33.85642,151.178852,0298101290,https://www.yellowpages.com.au/nsw/balmain/walls-pharmacy-12110539-listing.html
Walsh's Village Pharmacy,Cnr Malabar Rd and Meagher Ave,Maroubra South,2035,-33.951194,151.248673,0293110088,https://www.yellowpages.com.au/nsw/maroubra-south/walshs-village-pharmacy-13974504-listing.html
Wal's Pharmacy,3- 5 George St,Warilla,2528,-34.5523,150.86094,0242951429,https://www.yellowpages.com.au/nsw/warilla/wals-pharmacy-11957204-listing.html
